ProductKey,ProductName,SubCategory,Category,StandardCost,Color,ListPrice,DaysToManufacture,ProductLine,ModelName,ProductDescription
540,HL Road Tire,Tires and Tubes,Accessories,12.19,Green,"2,294.99",0,Road,HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.
541,Touring Tire,Tires and Tubes,Accessories,10.84,Green,"2,049.10",0,Touring,Touring Tire,High-density rubber.
560,"Touring-2000 Blue, 60",Touring Bikes,Bikes,755.15,Blue,"2,294.99",4,Touring,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
561,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,"1,481.94",Yellow,"2,049.10",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
562,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,"1,481.94",Yellow,"2,294.99",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
563,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,"1,481.94",Yellow,"1,079.99",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
564,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,"1,481.94",Yellow,"1,079.99",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
565,"Touring-3000 Blue, 54",Touring Bikes,Bikes,461.44,Blue,"2,181.56",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
566,"Touring-3000 Blue, 58",Touring Bikes,Bikes,461.44,Blue,"2,443.35",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
567,"Touring-3000 Blue, 62",Touring Bikes,Bikes,461.44,Blue,"1,000.44",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
568,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,461.44,Yellow,"1,120.49",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
569,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,461.44,Yellow,"1,000.44",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
570,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,461.44,Yellow,"1,120.49",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
571,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,461.44,Yellow,"1,000.44",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
572,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,461.44,Yellow,"1,120.49",4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
573,"Touring-1000 Blue, 46",Touring Bikes,Bikes,"1,481.94",Blue,"1,000.44",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
574,"Touring-1000 Blue, 50",Touring Bikes,Bikes,"1,481.94",Blue,"1,120.49",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
575,"Touring-1000 Blue, 54",Touring Bikes,Bikes,"1,481.94",Blue,"1,000.44",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
576,"Touring-1000 Blue, 60",Touring Bikes,Bikes,"1,481.94",Blue,"1,120.49",4,Touring,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.
577,"Touring-2000 Blue, 46",Touring Bikes,Bikes,755.15,Blue,148.22,4,Touring,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
578,"Touring-2000 Blue, 50",Touring Bikes,Bikes,755.15,Blue,175.49,4,Touring,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
579,"Touring-2000 Blue, 54",Touring Bikes,Bikes,755.15,Blue,229.49,4,Touring,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded."
580,"Road-350-W Yellow, 40",Road Bikes,Bikes,"1,082.51",Yellow,34.2,4,Road,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
581,"Road-350-W Yellow, 42",Road Bikes,Bikes,"1,082.51",Yellow,102.29,4,Road,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
582,"Road-350-W Yellow, 44",Road Bikes,Bikes,"1,082.51",Yellow,124.73,4,Road,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
583,"Road-350-W Yellow, 48",Road Bikes,Bikes,"1,082.51",Yellow,40.49,4,Road,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day."
584,"Road-750 Black, 58",Road Bikes,Bikes,343.65,Black,44.54,4,Road,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
585,"Touring-3000 Blue, 44",Touring Bikes,Bikes,461.44,Blue,56.29,4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
586,"Touring-3000 Blue, 50",Touring Bikes,Bikes,461.44,Blue,61.92,4,Touring,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip."
587,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,419.78,Silver,109.34,4,Mountain,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
588,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,419.78,Silver,120.27,4,Mountain,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
589,"Mountain-400-W Silver, 42",Mountain Bikes,Bikes,419.78,Silver,40.49,4,Mountain,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
590,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,419.78,Silver,44.54,4,Mountain,Mountain-400-W,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road."
591,"Mountain-500 Silver, 40",Mountain Bikes,Bikes,308.22,Silver,56.29,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
592,"Mountain-500 Silver, 42",Mountain Bikes,Bikes,308.22,Silver,61.92,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
593,"Mountain-500 Silver, 44",Mountain Bikes,Bikes,308.22,Silver,109.34,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
594,"Mountain-500 Silver, 48",Mountain Bikes,Bikes,308.22,Silver,120.27,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
595,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,308.22,Silver,348.76,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
596,"Mountain-500 Black, 40",Mountain Bikes,Bikes,294.58,Black,60.75,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
597,"Mountain-500 Black, 42",Mountain Bikes,Bikes,294.58,Black,209.03,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
366,"Mountain-300 Black, 44",Mountain Bikes,Bikes,598.44,Black,300.22,4,Mountain,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
367,"Mountain-300 Black, 48",Mountain Bikes,Bikes,598.44,Black,85.57,4,Mountain,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.
368,"Road-250 Red, 44",Road Bikes,Bikes,"1,518.79",Red,248.39,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
369,"Road-250 Red, 48",Road Bikes,Bikes,"1,518.79",Red,330.06,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
370,"Road-250 Red, 52",Road Bikes,Bikes,"1,518.79",Red,218.01,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
371,"Road-250 Red, 58",Road Bikes,Bikes,"1,320.68",Red,540.75,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
372,"Road-250 Red, 58",Road Bikes,Bikes,"1,554.95",Red,594.83,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
373,"Road-250 Black, 44",Road Bikes,Bikes,"1,320.68",Black,87.75,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
374,"Road-250 Black, 44",Road Bikes,Bikes,"1,554.95",Black,236.03,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
375,"Road-250 Black, 48",Road Bikes,Bikes,"1,320.68",Black,327.22,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
376,"Road-250 Black, 48",Road Bikes,Bikes,"1,554.95",Black,112.57,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
377,"Road-250 Black, 52",Road Bikes,Bikes,"1,320.68",Black,275.39,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
378,"Road-250 Black, 52",Road Bikes,Bikes,"1,554.95",Black,357.06,4,Road,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads."
598,"Mountain-500 Black, 44",Mountain Bikes,Bikes,294.58,Black,245.01,4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
599,"Mountain-500 Black, 48",Mountain Bikes,Bikes,294.58,Black,"1,301.36",4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
600,"Mountain-500 Black, 52",Mountain Bikes,Bikes,294.58,Black,"1,431.50",4,Mountain,Mountain-500,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride."
604,"Road-750 Black, 44",Road Bikes,Bikes,343.65,Black,"1,301.36",4,Road,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
605,"Road-750 Black, 48",Road Bikes,Bikes,343.65,Black,"1,431.50",4,Road,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
606,"Road-750 Black, 52",Road Bikes,Bikes,343.65,Black,"1,301.36",4,Road,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.
